CensusTract,ID,id,Total Population,California County,ZIP,"Nearby City 
(to help approximate location only)",Longitude,Latitude,CES_Score,CES_Percentile,"CES 3.0 
Percentile Range",SB 535 Disadvantaged Community,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
6001441700,6001441700,6001441700,7436,Alameda ,94536,Fremont,-122.0116314,37.5532064,25.97,51.75,50-55%,No,0.035,16.94,9.1171234,32.61,27.257,80.67,83.53,7.3,0,0,141.0604092,29.67,1230.06,76.19,11.65,66.31,59,93.13,0.025,15.68,1,15.26,0.5,20.49,37.24,4.59,37.78,55.53,63.61,5.06,53.93,9.94,73.94,15.4,53.23,5.6,40.01,21.4,29.4,7.8,36.77,22.1,67.35,54.59,5.66,56.69
6001408500,6001408500,6001408500,4972,Alameda ,94621,Oakland,-122.1785112,37.7604176,25.89,51.57,50-55%,No,0.03,7.58,8.69794377,30.7,27.639,81.24,70.6,4.47,0,0,396.9342533,47.08,399.03,20.85,2.25,28.88,15.1,61.54,0.05,25.76,0,0,0,0,26.02,3.21,11.44,132.77,97.72,7.39,93.44,8.77,60.38,31.1,77.73,12.4,67.32,53.7,77.59,8,38.51,41.6,98.43,77.88,8.08,90.45
6001406601,6001406601,6001406601,4596,Alameda ,94602,Oakland,-122.2079568,37.7936085,25.88,51.54,50-55%,No,0.03,7.58,8.69794377,30.7,37.272,91.34,70.6,4.47,0,0,354.88834,44.87,1476.8,82.43,0,0,19.5,70.01,0.025,15.68,1,15.26,0,0,31.62,3.9,23.51,66.48,75.43,5.24,59.04,6.53,30.84,26.9,72.82,11.3,63.67,47.3,69.93,15.4,85.89,23.7,72.81,64.06,6.64,71.31
6001428100,6001428100,6001428100,4651,Alameda ,94501,Alameda,-122.2346068,37.7589136,25.47,50.74,50-55%,No,0.03,7.58,8.69794377,30.7,32.413,87.89,70.6,4.47,0,0,321.0135141,43.17,466.05,27.35,4.2,39.55,47.85,90.5,1.1,87.47,15,95.64,1.3,36.81,42.49,5.23,51.59,61.42,70.69,4.39,35.63,8.87,62,9.8,38.54,7.4,48.34,14.4,15.06,8.9,46.86,16,39.87,46.92,4.87,45.44
6001405600,6001405600,6001405600,3137,Alameda ,94610,Oakland,-122.2372726,37.8008019,25.43,50.66,50-55%,No,0.03,7.58,8.69794377,30.7,54.334,96.52,70.6,4.47,0,0,348.6929005,44.6,997.19,67.51,0,0,5.5,33.38,0.05,25.76,11,89.54,0,0,33.85,4.17,28.74,58.65,67.45,7.8,95.76,4.93,11.91,18.1,58.29,9.4,56.85,38.9,57.81,10.1,56.83,21.9,66.51,58.82,6.1,63.16
6001425103,6001425103,6001425103,2502,Alameda ,94608,Emeryville,-122.2898443,37.8426202,25.42,50.62,50-55%,No,0.03,7.58,8.69794377,30.7,33.75,89.15,70.6,4.47,0,0,422.7889645,48.15,494.11,30.14,128.95,99.64,269.95,99.72,4.52,96.03,10,85.78,0.9,24.1,47.04,5.79,64.13,165.16,99.14,5.06,53.93,8.32,54.98,2.8,9.26,0.9,4.84,16.6,19.46,4.3,8.06,14.9,34.69,42.31,4.39,38.04
6001430500,6001430500,6001430500,6049,Alameda ,94578,San Leandro,-122.1091519,37.704911,25.39,50.6,50-55%,No,0.033,11.08,8.69794377,30.7,31.2,86.87,63.6,0.92,0,0,378.0043222,46.16,1403.9,80.75,0.6,9.07,17,65.79,0.01,8.56,6,63.17,0,0,34.2,4.21,29.79,67.86,76.77,5.03,52.98,7.47,43.47,14.7,51.69,11.7,65.02,40.1,59.86,9.9,55.3,20.4,60.71,58.13,6.03,62.23
6001430900,6001430900,6001430900,4681,Alameda ,94546,Castro Valley,-122.0828322,37.6982784,25.35,50.5,50-55%,No,0.033,11.08,8.69794377,30.7,22.43,68.04,70.6,4.47,1.31,40.93,363.6026906,45.35,562.81,37.64,12,69.39,16.5,64.58,0.1,43.11,0,0,0,0,34.49,4.25,30.63,68.95,77.77,4.18,30.46,9.63,70.78,11.9,44.76,7,46.49,39.6,59.07,11,63.24,21.1,63.54,57.55,5.97,61.37
6001428400,6001428400,6001428400,4357,Alameda ,94501,Alameda,-122.2563814,37.756593,25.13,50.17,50-55%,No,0.03,7.58,8.69794377,30.7,39.065,92.62,70.6,4.47,0,0,309.4731814,42.73,475.07,28.3,1.15,18.64,15.05,61.5,1.01,86.69,10,85.78,0,0,36.5,4.5,35.79,61.42,70.69,5.06,53.93,8.87,62,9.7,38.12,11.2,63.35,26.1,37.95,8.5,43.1,17,45.46,53.9,5.59,55.81
6001403501,6001403501,6001403501,4374,Alameda ,94611,Oakland,-122.2600769,37.8177294,24.96,49.8,45-50%,No,0.03,7.58,8.69794377,30.7,54.34,96.71,70.6,4.47,0,0,365.4110522,45.51,1142.45,73.32,12.25,70.18,136.05,98.48,0.18,56.52,2,29.25,0,0,41.56,5.12,49.33,46.61,51.89,4.94,50.72,3.81,3.48,14.2,50.35,20.1,84.5,50.2,73.41,6.3,23.07,20.7,62.07,47.02,4.88,45.67
6001441926,6001441926,6001441926,4080,Alameda ,94538,Fremont,-121.9787103,37.5408003,24.93,49.75,45-50%,No,0.035,16.94,9.53630303,40.92,33.901,89.2,83.53,7.3,0,0,133.8603124,28.85,609.51,42.55,10.6,64.01,19.5,70.01,0.025,15.68,0,0,0,0,31.48,3.88,23.24,67.67,76.61,6.64,86.72,10.69,80.2,17.5,57.22,18.8,82.24,29.5,44.02,1.6,0.62,13.9,30.01,62,6.43,68.03
6001441602,6001441602,6001441602,6802,Alameda ,94536,Fremont,-122.0212345,37.55696,24.61,49.19,45-50%,No,0.035,16.94,9.1171234,32.61,27.2,80.61,83.53,7.3,0,0,143.9291223,30.02,1714.73,87.02,7.85,54.65,29,80.7,0,0,1,15.26,0,0,34.28,4.22,30.02,55.53,63.61,6.12,78.53,9.94,73.94,16.5,55.43,14.3,72.87,25.2,36.47,4.2,7.5,13.8,29.56,56.2,5.83,59.31
6001435602,6001435602,6001435602,5329,Alameda ,94541,Hayward,-122.1069995,37.6819278,24.55,49.02,45-50%,No,0.033,11.08,8.69794377,30.7,47.26,95.4,58.69,0.72,0,0,382.0936224,46.33,403.68,21.29,11,65.25,33.25,84.09,0,0,1,15.26,0,0,30.55,3.76,20.9,111.77,95.06,2.8,6.88,11.59,86.37,23.3,67.61,12.9,69.02,46.4,68.81,10.5,59.88,17.9,49.89,62.91,6.52,69.53
6001406602,6001406602,6001406602,2493,Alameda ,94602,Oakland,-122.2143073,37.7964782,24.52,48.95,45-50%,No,0.03,7.58,8.69794377,30.7,31.999,87.7,70.6,4.47,0,0,356.2455842,44.95,1762.85,87.84,0,0,16.5,64.58,0.1,43.11,1,15.26,0,0,33.27,4.1,27.22,80.31,85.36,2.27,3.34,8.16,52.94,26.7,72.5,18.1,81.03,54.8,78.78,8.5,43.1,21.6,65.55,57.7,5.98,61.63
6001408300,6001408300,6001408300,4167,Alameda ,94605,Oakland,-122.1645166,37.7710979,24.52,48.91,45-50%,No,0.03,7.58,8.69794377,30.7,19.11,59.1,70.6,4.47,0,0,381.7665105,46.32,2584.77,95.6,2.9,31.23,5.9,34.05,0.1,43.11,0,0,0,0,30.44,3.75,20.7,170.91,99.43,6.15,79.11,8.64,58.76,12,45.08,2.3,16.65,29.3,43.57,11.4,66.13,21.1,63.54,63.05,6.54,69.71
6001423300,6001423300,6001423300,3647,Alameda ,94702,Berkeley,-122.2842021,37.8573287,24.35,48.52,45-50%,No,0.03,7.58,8.69794377,30.7,33.75,89.15,70.6,4.47,0,0,510.4367016,51.23,550.39,36.26,25.8,88.09,55.1,92.29,1.585,90.4,10,85.78,0,0,44.66,5.5,57.82,96.04,91.63,1.69,1.2,6.22,26.39,12.3,45.87,3.9,29.29,28.6,42.41,9.7,53.51,19.5,56.92,42.67,4.43,38.63
6001405800,6001405800,6001405800,3965,Alameda ,94606,Oakland,-122.2330985,37.7939452,24.2,48.14,45-50%,No,0.03,7.58,8.69794377,30.7,44.792,94.97,70.6,4.47,0,0,340.053314,44.19,207.52,5.88,0,0,3.95,25.31,0.12,46.52,11,89.54,0,0,28.64,3.53,16.65,86.89,88.08,5.33,61.58,6.5,30.46,30.8,77.42,19.5,83.58,48.8,71.88,9.1,48.58,26.1,79.7,66.14,6.86,74.36
6001435800,6001435800,6001435800,5382,Alameda ,94580,San Lorenzo,-122.1296018,37.6793691,24.17,48.01,45-50%,No,0.033,11.08,8.69794377,30.7,34.032,89.25,63.67,0.94,0,0,402.0823189,47.27,2305.95,93.52,0.9,12.86,17,65.79,0.1,43.11,1,15.26,0,0,35.11,4.32,32.45,65.42,74.62,3.66,19.22,9.47,68.68,22.5,66.3,19.1,82.79,21,28.81,10.6,60.55,13.8,29.56,53.89,5.59,55.74
6001437702,6001437702,6001437702,4256,Alameda ,94544,Hayward,-122.0734492,37.638444,24.16,47.96,45-50%,No,0.035,16.94,8.69794377,30.7,31.48,87.11,58.51,0.69,0,0,476.5779707,49.98,NA,NA,0,0,3,21.88,0,0,0,0,0,0,22.06,2.72,5.51,98.66,92.49,6.37,82.96,13.78,95.35,45.6,91.46,32.5,95.84,61.5,85.72,8.9,46.86,29.1,86.06,85.73,8.89,97.24
6001423400,6001423400,6001423400,4685,Alameda ,94703,Berkeley,-122.275884,37.8583737,24.14,47.93,45-50%,No,0.03,7.58,8.69794377,30.7,39.7,92.96,70.6,4.47,0,0,506.0837999,51.1,682.35,48.68,4.6,42.52,17.8,66.78,0.075,30.58,10,85.78,0,0,37.47,4.62,38.51,67.79,76.66,5.29,60.23,4.33,6.96,5.4,21.3,6.1,42.3,30.5,45.72,14.4,82,23.8,73.17,50.42,5.23,50.71
6001409900,6001409900,6001409900,3308,Alameda ,94605,Oakland,-122.1353845,37.7619882,23.99,47.64,45-50%,No,0.03,7.58,8.69794377,30.7,10.705,30.6,70.6,4.47,0,0,382.3296675,46.36,1089.35,71.29,11,65.25,0,0,0.525,77.83,5,55.01,4,68.45,35.96,4.43,34.47,153.91,98.88,9.26,99.28,7.91,49.52,3.5,12.73,0.9,4.84,15.8,17.89,9.6,52.82,12,21.22,52.23,5.42,53.23
6001405301,6001405301,6001405301,2603,Alameda ,94606,Oakland,-122.2513558,37.8020757,23.8,47.17,45-50%,No,0.03,7.58,8.69794377,30.7,54.34,96.71,70.6,4.47,0,0,339.6931224,44.15,404.09,21.33,2.45,29.39,28.3,80.17,0.22,61.93,11,89.54,0,0,36.92,4.55,36.96,97,92.01,5.63,69.02,7.21,40.26,7.4,29.56,8.5,53.27,19.5,25.77,6.6,25.46,15,35.16,50.47,5.23,50.78
6001442700,6001442700,6001442700,2873,Alameda ,94536,Fremont,-122.0081115,37.5371537,23.54,46.45,45-50%,No,0.035,16.94,9.53630303,40.92,29.931,85.5,83.53,7.3,49.25,71.12,156.7626618,31.64,2028.42,91.23,4.15,39.31,46.5,90.15,0.1,43.11,0,0,0.5,20.49,45.69,5.63,60.41,46.73,52.03,6.57,85.84,8.24,54,5.4,21.3,7.5,48.83,9.6,6.34,3,2.49,7,4.57,40.33,4.18,35
6001420400,6001420400,6001420400,3124,Alameda ,94710,Berkeley,-122.3256618,37.8886213,23.52,46.39,45-50%,No,0.03,7.58,8.69794377,30.7,30.94,86.48,70.6,4.47,0,0,627.3947728,54.2,2378.83,94.12,5.7,46.42,39.65,87.57,0.2,60.5,12,91.47,6,78.52,50.73,6.25,74.4,30.65,26.28,3.36,14.29,3.38,1.75,2.5,7.92,19.1,82.79,51.2,74.63,6.9,28.15,43.7,98.95,36.3,3.76,29.02
6001436100,6001436100,6001436100,5261,Alameda ,94580,San Lorenzo,-122.1235777,37.6718054,23.5,46.32,45-50%,No,0.033,11.08,8.69794377,30.7,47.115,95.25,135.92,8.76,0,0,412.9436726,47.74,2160.81,92.42,3.9,36.25,12,54.27,0.11,45.8,1,15.26,0,0,37.34,4.6,38.08,66.58,75.66,2.97,8.5,8.49,56.9,16.7,55.84,14.5,73.27,19.9,26.45,12.1,70.57,14.2,31.42,49.26,5.11,48.83
6001440336,6001440336,6001440336,4459,Alameda ,94587,Union City,-122.0175013,37.5811633,23.49,46.29,45-50%,No,0.035,16.94,8.69794377,30.7,16.225,49.42,83.53,7.3,0,0,179.2075952,33.87,536.47,34.52,16.55,79.57,8.75,44.49,0,0,1,15.26,1,32.8,27.93,3.44,15.33,70.98,79.25,6.21,80.32,9.67,71.19,14.2,50.35,9.5,57.33,26.2,38.16,11.2,64.73,21,63.2,65.84,6.83,73.87
6001432700,6001432700,6001432700,2478,Alameda ,94577,San Leandro,-122.1428437,37.7270703,23.47,46.26,45-50%,No,0.03,7.58,8.69794377,30.7,30.668,86.06,70.6,4.47,0,0,420.0040311,48.03,1838.97,88.91,2.5,29.93,13.25,56.87,0,0,2,29.25,0,0,33.05,4.07,26.7,75.08,81.95,5.36,62.22,9.79,72.77,15.7,53.8,7.6,49.33,24.4,35.25,6,20.6,15.1,35.52,55.61,5.77,58.51
6001410000,6001410000,6001410000,2805,Alameda ,94605,Oakland,-122.1332163,37.7447566,23.39,46.11,45-50%,No,0.03,7.58,8.69794377,30.7,15.554,47.29,70.6,4.47,0,0,391.0780579,46.77,1576.47,84.45,0,0,17.5,66.55,0.5,76.85,7,71.61,4,68.45,39.97,4.92,44.82,135.08,97.79,6.94,89.95,7.21,40.26,5.6,22.23,1.2,7.44,12.5,11.36,6.6,25.46,9.7,11.61,45.81,4.75,43.65
6001442900,6001442900,6001442900,7194,Alameda ,94538,Fremont,-121.9748246,37.5183894,23.38,46.07,45-50%,No,0.035,16.94,9.53630303,40.92,37.65,91.65,83.53,7.3,0.12,22.2,240.3410124,39.72,1685.45,86.59,14.2,75.45,35,85.09,0.305,69.3,0,0,0,0,44.4,5.47,57.14,67.67,76.61,4.45,37.28,10.69,80.2,8,32.15,3.3,24.9,15,16.15,3.4,3.92,9.7,11.61,41.22,4.28,36.35
6001451506,6001451506,6001451506,3138,Alameda ,94550,Livermore,-121.7291862,37.6833516,23.33,45.93,45-50%,No,0.04,25.87,8.69794377,30.7,22.41,68,418.74,43.64,4.11,51.07,110.2320789,26.27,288.86,11.18,12,69.39,2.1,13.65,0.6,80.61,0,0,0.25,10.12,36.04,4.44,34.66,36.63,36.54,6.76,88.13,10.75,81.16,20.2,62.29,NA,NA,31.6,47.28,3.5,4.25,11.1,17.12,50.67,5.26,51.05
6001440335,6001440335,6001440335,6496,Alameda ,94587,Union City,-122.0122841,37.5913508,23.31,45.89,45-50%,No,0.035,16.94,8.69794377,30.7,13.23,39.84,149.84,9.28,0.25,27.63,209.0963228,36.93,509.7,31.81,25,87.74,40.2,87.82,0,0,1,15.26,2,50.44,34.48,4.25,30.57,67.41,76.36,6.27,81.49,9.24,65.95,6.3,25.08,13.3,70.16,9.9,6.84,8.3,41.43,10.1,12.86,52.94,5.49,54.18
6001443001,6001443001,6001443001,2917,Alameda ,94538,Fremont,-121.9515237,37.5184218,22.88,44.87,40-45%,No,0.035,16.94,9.53630303,40.92,37.65,91.65,83.53,7.3,0,0,165.5617427,32.54,532.36,34.1,24.9,87.5,4,26.91,2.695,93.9,0,0,0,0,35.17,4.33,32.55,61.08,70.37,6.23,80.65,9.76,72.38,9.7,38.12,11.8,65.38,14.2,14.58,4.6,9.76,8.9,9.14,50.93,5.28,51.52
6001435900,6001435900,6001435900,5073,Alameda ,94580,San Lorenzo,-122.147305,37.6724681,22.85,44.8,40-45%,No,0.033,11.08,8.69794377,30.7,7.502,20.71,388.76,41.09,0,0,441.8390836,48.82,359.49,17.22,2.25,28.88,35.5,85.4,0.235,63.69,10,85.78,0,0,33.74,4.16,28.34,71.66,79.73,4.24,31.95,10.59,79.19,13.5,48.91,9.2,55.91,20.6,27.89,10.2,57.71,12.1,21.74,53.03,5.5,54.28
6001444100,6001444100,6001444100,7280,Alameda ,94560,Newark,-122.0361606,37.550978,22.84,44.76,40-45%,No,0.035,16.94,9.1171234,32.61,28.499,82.58,83.53,7.3,0,0,149.1867239,30.64,1863.32,89.3,0.8,11.22,58,92.88,0.12,46.52,0,0,0.5,20.49,36.11,4.45,34.88,73.21,80.74,5.33,61.58,10.59,79.19,9.1,36.3,5.3,38.39,13.9,13.94,6,20.6,11,16.78,49.52,5.14,49.27
6001451401,6001451401,6001451401,5850,Alameda ,94551,Livermore,-121.7629422,37.6959861,22.49,44.17,40-45%,No,0.04,25.87,8.69794377,30.7,26.035,78.23,418.31,43.53,0,0,151.1194136,30.89,1340.63,79.28,0.25,4.54,26.5,78.57,0.1,43.11,2,29.25,0.5,20.49,39.21,4.83,43.09,32.28,29.22,6.9,89.63,6.98,36.94,9,35.96,7,46.49,21.6,29.88,5.1,13.48,21.1,63.54,44.9,4.66,42.07
6001431200,6001431200,6001431200,5627,Alameda ,94546,Castro Valley,-122.0836768,37.6855718,22.39,43.88,40-45%,No,0.033,11.08,8.69794377,30.7,26.142,78.73,63.17,0.89,0,0,369.9438053,45.66,1646.09,85.85,2.2,28.07,45.25,89.59,0.01,8.56,1,15.26,0,0,33.52,4.13,27.83,62.18,71.29,3.88,23.52,8.27,54.39,6.1,24.29,6.4,43.82,31.7,47.53,11.9,69.48,30.9,89.19,52.3,5.42,53.35
6001422900,6001422900,6001422900,4336,Alameda ,94704,Berkeley,-122.269247,37.8678899,22.38,43.81,40-45%,No,0.03,7.58,8.69794377,30.7,33.201,88.43,70.6,4.47,0,0,530.790073,51.7,730.08,52.4,2.25,28.88,24.75,76.65,0.6,80.61,0,0,0,0,34.82,4.29,31.51,18.77,6.62,10.58,99.88,4.62,8.96,4.1,15.28,13.2,69.96,63.1,87.25,8.3,41.43,38.1,96.81,50.32,5.22,50.59
6001440334,6001440334,6001440334,4016,Alameda ,94587,Union City,-122.0648512,37.5937913,22.28,43.62,40-45%,No,0.035,16.94,8.69794377,30.7,37.26,91.33,83.53,7.3,0,0,315.9446099,42.98,1536.4,83.64,0.45,6.48,6.6,37.92,0.045,18.92,1,15.26,0,0,31.23,3.85,22.54,73.66,81.02,5.78,72.11,10.01,74.77,8.5,34.12,7,46.49,16.2,18.69,7.1,29.83,17.8,49.47,55.84,5.79,58.73
6001442302,6001442302,6001442302,4788,Alameda ,94538,Fremont,-121.9600524,37.5362999,22.17,43.35,40-45%,No,0.035,16.94,9.53630303,40.92,37.65,91.65,83.53,7.3,0,0,131.1383382,28.47,497.56,30.44,20.5,83.95,26,78.29,0,0,0,0,0,0,31.36,3.86,22.92,50.58,56.98,5.61,68.47,8.29,54.63,8,32.15,17.7,80.35,25.6,37.25,11.1,64.04,15.9,39.54,55.35,5.74,58.03
6001437800,6001437800,6001437800,4621,Alameda ,94544,Hayward,-122.0686965,37.6431464,21.94,42.92,40-45%,No,0.035,16.94,8.69794377,30.7,31.48,87.11,58.51,0.69,0,0,460.0652187,49.5,531.82,34.03,1.4,21.31,8.75,44.49,0,0,0,0,0,0,25.24,3.11,10.18,98.66,92.49,6.85,89.07,13.78,95.35,20.4,62.68,17.6,80.19,20.7,28.11,6.7,26.31,12.1,21.74,68.06,7.06,77.1
6001405200,6001405200,6001405200,4597,Alameda ,94606,Oakland,-122.2433878,37.8052604,21.82,42.7,40-45%,No,0.03,7.58,8.69794377,30.7,54.34,96.71,70.6,4.47,0,0,352.4488129,44.74,1364.82,79.85,1.4,21.31,27.8,79.76,0.025,15.68,11,89.54,0,0,38.9,4.79,42.22,53.98,61.5,5.8,72.48,4.59,8.75,9.1,36.3,7.3,47.83,19.7,26.12,8.3,41.43,17.8,49.47,43.9,4.55,40.75
6001437900,6001437900,6001437900,2338,Alameda ,94544,Hayward,-122.0613101,37.6428259,21.67,42.39,40-45%,No,0.035,16.94,8.69794377,30.7,31.48,87.11,58.51,0.69,0,0,412.0443236,47.69,623.83,43.8,3.25,33.55,2.3,14.2,0.05,25.76,0,0,0,0,26.51,3.27,12.27,89.54,89.08,3.74,20.63,12.62,91.45,20.4,62.68,13,69.34,36.2,54.17,13.2,76.86,16.3,41.57,63.99,6.64,71.19
6001444400,6001444400,6001444400,5114,Alameda ,94560,Newark,-122.0353376,37.5362317,21.63,42.28,40-45%,No,0.035,16.94,9.53630303,40.92,17.722,53.81,83.53,7.3,0,0,148.4081289,30.52,419.61,22.89,1.4,21.31,37.6,86.46,0.42,73.59,0,0,1.25,36.52,30.94,3.81,21.73,73.21,80.74,5.16,56.81,10.59,79.19,17,56.35,7.2,47.34,23.2,32.92,7.6,34.89,10.5,14.52,54.73,5.68,56.94
