CensusTract,ID,id,Total Population,California County,ZIP,"Nearby City 
(to help approximate location only)",Longitude,Latitude,CES_Score,CES_Percentile,"CES 3.0 
Percentile Range",SB 535 Disadvantaged Community,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
6013385200,06013385200,06013385200,1320,Contra Costa,94530,El Cerrito,-122.3087345,37.9274762,6.14,4.92,1-5% (lowest scores),No,0.03,7.58,8.69794377,30.7,14.31,43.5,70.6,4.47,0,0,789.3937266,57.51,204.16,5.6,6.8,50.22,1.5,8.85,0.075,30.58,2,29.25,0.5,20.49,23.52,2.9,7.33,40.54,42.66,0,0,5.73,20.35,1.5,3.42,6.8,45.65,15.5,17.26,7.3,32.1,4.3,0.93,20.44,2.12,8.66
6097152300,06097152300,06097152300,4329,Sonoma ,95404,Santa Rosa,-122.6991437,38.4600591,6.14,4.91,1-5% (lowest scores),No,0.03,7.58,6.18286598,7.76,13.215,39.79,231.46,23.06,0,0,49.63879698,19.13,766.99,54.81,7.75,54.51,42.55,88.76,0,0,4,48.8,0,0,27.29,3.36,13.8,37.53,37.75,2.5,4.54,5.32,15.67,3,10.24,1.5,9.85,15.2,16.67,6.8,27.25,10.7,15.45,17.61,1.83,6.02
6097151602,06097151602,06097151602,3324,Sonoma ,95409,Santa Rosa,-122.5987997,38.4219565,6.09,4.86,1-5% (lowest scores),No,0.03,7.58,6.29587036,7.83,2.758,8.04,649.09,73.12,8.36,57.03,142.913242,29.85,289.54,11.23,0,0,1,5.91,0,0,5,55.01,0,0,22.6,2.78,6.27,30.01,25.16,NA,NA,5.47,17.24,2.9,9.82,2.1,14.88,10.7,8.21,10.1,56.83,10.6,15.05,21.08,2.19,9.38
6081609300,06081609300,06081609300,3315,San Mateo,94070,San Carlos,-122.2518655,37.4907772,6.08,4.84,1-5% (lowest scores),No,0.033,11.08,9.53630303,40.92,17.8,54.08,89.57,7.6,0,0,151.4008871,30.94,572.18,38.6,22.65,85.57,44.5,89.37,0.58,79.63,0,0,0,0,34.42,4.24,30.45,29.74,24.72,2.71,6.15,5.7,20.02,2.4,7.42,0,0,12,10.58,6.3,23.07,10,12.49,13.84,1.44,2.98
6001443200,06001443200,06001443200,3704,Alameda ,94539,Fremont,-121.8964116,37.4871497,6.08,4.82,1-5% (lowest scores),No,0.038,22.34,9.53630303,40.92,19.825,61.11,83.08,6.46,0.18,25.55,136.9757345,29.18,1929.95,90.17,3.85,36.06,4.5,28.72,0.075,30.58,0,0,0,0,32.62,4.02,25.92,19.27,7.21,2.58,5.11,5.98,23.7,3.9,14.5,8,51.09,7.6,3.57,5.5,16.52,2.1,0.13,14.58,1.51,3.62
6041126200,06041126200,06041126200,4249,Marin ,94941,Mill Valley,-122.5225708,37.899975,6.07,4.81,1-5% (lowest scores),No,0.03,7.58,7.85958451,17.81,7.859,21.97,215.14,17.01,0,0,322.6210664,43.2,1622.93,85.27,0,0,7.75,41.48,0,0,12,91.47,2,50.44,30.59,3.77,21,20,8.05,1.78,1.37,4.4,7.37,3.1,10.74,2.3,16.65,17.6,21.68,1.8,0.77,25.4,77.6,15.54,1.61,4.36
6013355304,06013355304,06013355304,7831,Contra Costa,94517,Clayton,-121.9288441,37.9505922,6.04,4.77,1-5% (lowest scores),No,0.038,22.34,7.85958451,17.81,2.396,7.08,93.15,7.76,0,0,682.7386863,55.6,383.14,19.38,12,69.39,12.5,55.16,0,0,4,48.8,1.75,41.1,26.67,3.29,12.57,28.47,22.39,3.86,23.2,6.01,24.06,1.3,2.59,2,13.97,9.6,6.34,7.8,36.77,5,1.64,17.74,1.84,6.13
6075030302,06075030302,06075030302,3549,San Francisco,94116,San Francisco,-122.4716376,37.7519442,6.03,4.73,1-5% (lowest scores),No,0.03,7.58,8.69794377,30.7,39.657,92.91,171.2,12.94,0,0,201.5790721,36.06,1252.6,76.8,0,0,0,0,0,0,0,0,0,0,24.47,3.01,8.74,20.11,8.13,1.38,0.65,4.65,9.26,6.1,24.29,10.8,61.73,18.7,23.93,7.3,32.1,11.9,20.73,19.28,2,7.55
6075020402,06075020402,06075020402,3997,San Francisco,94131,San Francisco,-122.4444148,37.7528357,6.01,4.7,1-5% (lowest scores),No,0.03,7.58,8.69794377,30.7,52.564,96.32,171.2,12.94,0,0,200.6600424,35.91,314.82,13.46,0.7,10.71,0,0,0.025,15.68,0,0,0,0,20.51,2.53,3.73,20.48,8.53,6.6,86.24,4.11,5.4,2.3,6.89,1.1,6.69,17.1,20.64,2.2,1.13,13.3,27.27,22.96,2.38,11.14
6013321102,06013321102,06013321102,6689,Contra Costa,94523,Pleasant Hill,-122.0929535,37.9754127,6.01,4.69,1-5% (lowest scores),No,0.038,22.34,7.85958451,17.81,11.704,33.8,73.18,4.75,0,0,974.8388995,59.93,310.19,12.95,0,0,6,36.38,0.1,43.11,1,15.26,0.2,9.08,21.36,2.63,4.63,48.97,54.91,3.47,16.05,6.23,26.51,4.7,18.27,1.9,13.12,9.2,5.67,5.2,14.15,8,6.75,22.04,2.29,10.34
6097151504,06097151504,06097151504,3563,Sonoma ,95405,Santa Rosa,-122.667742,38.436066,5.97,4.63,1-5% (lowest scores),No,0.03,7.58,6.18286598,7.76,9.576,27.54,231.46,23.06,0.68,35.53,79.57292062,23.35,479.2,28.63,0,0,3.75,25.14,0,0,4,48.8,0,0,19.54,2.41,2.84,43.21,46.57,2.59,5.19,5.84,21.97,5.1,20.19,3.1,23.28,13.6,13.41,10,56.11,6.3,3.26,23.91,2.48,12.51
6001420100,06001420100,06001420100,2355,Alameda ,94706,Albany,-122.2910214,37.8947731,5.96,4.59,1-5% (lowest scores),No,0.03,7.58,8.69794377,30.7,30.94,86.48,70.6,4.47,0,0,627.7682964,54.23,217.42,6.53,0,0,4,26.91,0,0,12,91.47,0,0,25.99,3.2,11.36,28.51,22.48,2.16,2.83,4.71,10.01,4.9,19.28,5.3,38.39,11.7,9.94,8,38.51,10.5,14.52,17.95,1.86,6.39
6001408000,06001408000,06001408000,2671,Alameda ,94619,Oakland,-122.1887608,37.805237,5.94,4.58,1-5% (lowest scores),No,0.03,7.58,8.69794377,30.7,15.046,45.77,243.54,24.47,0,0,372.2735767,45.76,387.92,19.86,0,0,5.6,33.6,0,0,0,0,0,0,18.83,2.32,2.3,48.25,54.11,4.49,38.66,4.27,6.58,5.1,20.19,1.1,6.69,10.6,8.08,8.4,42.25,6.9,4.38,24.72,2.56,13.55
6085508203,06085508203,06085508203,5172,Santa Clara,94087,Sunnyvale,-122.0268266,37.3451032,5.94,4.57,1-5% (lowest scores),No,0.035,16.94,10.37,52.61,23.304,71.4,374.42,38.72,0,0,276.0457956,41.36,720.92,51.71,5.7,46.42,18.75,68.67,0.22,61.93,0,0,0,0,37.78,4.65,39.15,16.43,4.43,2.71,6.15,5.58,18.75,2,5.54,6.4,43.82,7.2,3.18,5.9,20.1,5,1.64,12.32,1.28,2.19
6041110200,06041110200,06041110200,5327,Marin ,94901,San Rafael,-122.4741961,37.9856076,5.94,4.55,1-5% (lowest scores),No,0.03,7.58,7.85958451,17.81,4.242,11.8,215.14,17.01,0,0,339.6535425,44.13,254.51,8.79,0,0,17,65.79,0.1,43.11,12,91.47,0.4,12.36,24.38,3,8.6,36.45,36.33,4.09,28.31,6.05,24.61,3.8,14.04,0.7,3.45,5.4,1.31,3.3,3.55,11.7,19.64,19.07,1.98,7.33
6055201101,06055201101,06055201101,1996,Napa ,94558,Napa,-122.345438,38.3072684,5.93,4.54,1-5% (lowest scores),No,0.035,16.94,7.85958451,17.81,3.414,9.78,594.02,64.04,8.37,57.1,816.9371837,57.94,150.61,3.26,0,0,0,0,0,0,0,0,0,0,21.61,2.66,4.93,43.97,47.67,3.64,18.85,7.29,41.27,7.8,31.34,0.3,0.35,6,1.89,2.5,1.4,3.2,0.33,21.5,2.23,9.85
6075030400,06075030400,06075030400,5106,San Francisco,94116,San Francisco,-122.4675173,37.7469509,5.93,4.52,1-5% (lowest scores),No,0.03,7.58,8.69794377,30.7,40.164,93.42,171.2,12.94,0,0,196.6485464,35.46,1324.15,78.91,0,0,0,0,0,0,0,0,0,0,24.67,3.04,9.07,22.99,12.32,3.13,10.64,5.24,14.86,6.5,25.95,8.7,54.11,12.5,11.36,5.2,14.15,11.7,19.64,18.82,1.95,7.14
6041108100,06041108100,06041108100,6406,Marin ,94903,San Rafael,-122.5626533,38.017872,5.9,4.48,1-5% (lowest scores),No,0.03,7.58,7.02122524,10.74,8.641,24.56,232.58,23.14,0.58,33.9,330.0819753,43.51,958.93,65.58,0,0,9.25,46.39,0.1,43.11,1,15.26,0.5,20.49,28.26,3.48,16.04,36.41,36.28,3.77,21.33,5.35,15.97,4.5,17.34,1.3,8.25,8.1,4.26,1.8,0.77,9.3,10.35,16.36,1.7,5.08
6085502603,06085502603,06085502603,2527,Santa Clara,95008,Campbell,-121.9272408,37.2875614,5.89,4.46,1-5% (lowest scores),No,0.038,22.34,10.37,52.61,23.483,71.94,479.23,51.02,0,0,108.3085886,26.08,680.83,48.56,0,0,7.8,41.67,0.01,8.56,1,15.26,2,50.44,33.69,4.15,28.21,23.21,12.73,3.23,12.15,5.4,16.64,5.3,20.79,0.6,2.6,12.7,11.7,6.2,22.33,9.3,10.35,13.7,1.42,2.89
6001420600,06001420600,06001420600,3283,Alameda ,94706,Albany,-122.2870621,37.8870336,5.85,4.4,1-5% (lowest scores),No,0.03,7.58,8.69794377,30.7,30.94,86.48,70.6,4.47,0,0,666.7128418,55.15,308.69,12.82,0,0,2.7,15.76,0.25,65.56,12,91.47,0,0,30.3,3.73,20.42,30.45,25.94,2.84,7.24,5.03,12.92,3,10.24,3.6,26.97,7.6,3.57,4.7,10.41,12.4,23.19,15.12,1.57,4.04
6081605600,06081605600,06081605600,5556,San Mateo,94010,Burlingame,-122.3691594,37.5649612,5.85,4.39,1-5% (lowest scores),No,0.033,11.08,9.1171234,32.61,8.149,22.91,605.5,64.76,0,0,136.2806011,29.1,696.27,49.71,0.7,10.71,7.5,41.1,0,0,10,85.78,0,0,29.19,3.6,17.78,26.83,19.24,1.95,1.9,4.7,9.92,4.2,15.76,2.9,21.8,6.8,2.68,8.4,42.25,12.3,22.66,15.69,1.63,4.53
6081603300,06081603300,06081603300,6404,San Mateo,94044,Pacifica,-122.4857197,37.5808674,5.82,4.31,1-5% (lowest scores),No,0.03,7.58,8.69794377,30.7,3.479,9.98,62.77,0.87,0.15,24.1,81.37145567,23.55,376.64,18.64,0,0,1,5.91,0.1,43.11,1,15.26,0.5,20.49,16.64,2.05,1.14,49.74,55.72,3.97,25.45,7.87,49.13,4.4,16.83,1,5.85,8.5,4.78,4.2,7.5,12.1,21.74,27.39,2.84,16.7
6085508301,06085508301,06085508301,4410,Santa Clara,94087,Sunnyvale,-122.0571249,37.344829,5.81,4.26,1-5% (lowest scores),No,0.035,16.94,10.37,52.61,25.58,77.52,384.19,40.58,0,0,345.3859022,44.43,1088.84,71.27,0,0,0,0,0.1,43.11,4,48.8,0,0,35.02,4.31,32.12,14.32,2.64,3.07,9.7,4.96,12.18,3.2,11.2,8.2,52.07,5.5,1.37,5.8,19.25,7.2,5.12,12.99,1.35,2.56
6085506900,06085506900,06085506900,7436,Santa Clara,95032,Los Gatos,-121.9321689,37.2276327,5.79,4.25,1-5% (lowest scores),No,0.038,22.34,10.37,52.61,7.683,21.38,547.38,57.2,0.2,26.28,73.7728237,22.81,317.5,13.7,0,0,21.05,72.48,0,0,2,29.25,6,78.52,32.62,4.02,25.94,19.03,7.01,3.71,20.16,4.42,7.51,4.1,15.28,2.6,19.17,7.3,3.28,7.3,32.1,9.6,11.34,13.89,1.44,3.05
6081604700,06081604700,06081604700,2781,San Mateo,94030,Millbrae,-122.4066696,37.5936829,5.76,4.21,1-5% (lowest scores),No,0.03,7.58,8.69794377,30.7,15.396,46.89,99.02,7.97,0,0,118.5436159,27.09,739.72,53.03,0,0,2.8,16.2,0.01,8.56,0,0,0,0,18.15,2.24,1.75,44.14,47.91,3.6,18.24,6.03,24.35,6.4,25.49,9.3,56.37,11.8,10.17,2.7,1.73,6.6,3.88,24.85,2.58,13.67
6085511500,06085511500,06085511500,7513,Santa Clara,94305,Stanford,-122.1679203,37.4143048,5.75,4.19,1-5% (lowest scores),No,0.033,11.08,9.53630303,40.92,19.981,61.46,274.66,28.15,2.18,45.57,184.8953173,34.34,703.36,50.33,91.5,98.92,169.3,99.06,0.92,85.58,2,29.25,0.5,20.49,48.11,5.93,67.16,6.76,0.17,3.45,15.76,3.55,2.17,1.3,2.59,5.1,37.34,8.3,4.53,2.4,1.29,11.2,17.58,9.35,0.97,1.1
6085502202,06085502202,06085502202,2870,Santa Clara,95125,San Jose,-121.9206788,37.2980264,5.73,4.17,1-5% (lowest scores),No,0.038,22.34,10.37,52.61,27.31,80.82,479.23,51.02,0,0,119.9940684,27.21,851.29,60.06,0,0,14.05,58.56,0.01,8.56,1,15.26,1,32.8,35.68,4.4,33.76,22.14,11.02,3.23,12.15,3.62,2.56,2.4,7.42,3,22.52,15.3,16.84,4.2,7.5,13.6,28.61,12.58,1.3,2.37
6081609603,06081609603,06081609603,5318,San Mateo,94070,San Carlos,-122.2815708,37.4814961,5.72,4.14,1-5% (lowest scores),No,0.033,11.08,9.53630303,40.92,7.058,19.2,456.89,46.96,0,0,149.5730111,30.71,1079.25,70.92,12,69.39,0,0,0.25,65.56,0,0,0,0,29.93,3.69,19.53,20.23,8.25,3.98,25.76,3.89,3.93,2.1,5.93,3.8,28.62,7,2.92,8.3,41.43,8.3,7.46,14.96,1.55,3.9
6075030800,06075030800,06075030800,5667,San Francisco,94127,San Francisco,-122.4678545,37.7391922,5.69,4.07,1-5% (lowest scores),No,0.03,7.58,8.27876414,20.16,40.17,93.43,171.2,12.94,0,0,191.2265965,34.98,1180.15,74.68,0,0,4,26.91,0.01,8.56,0,0,0,0,25.58,3.15,10.83,19.41,7.43,4.63,42.12,4.09,5.27,2.9,9.82,5.2,37.85,7.5,3.43,4.6,9.76,12.1,21.74,17.4,1.8,5.79
6001404200,06001404200,06001404200,3483,Alameda ,94611,Oakland,-122.2344651,37.8361078,5.66,4.02,1-5% (lowest scores),No,0.03,7.58,8.69794377,30.7,37.695,91.69,70.6,4.47,0,0,415.5282005,47.89,547.4,35.91,4.5,42.17,20.3,71.33,0,0,0,0,2,50.44,31.71,3.91,23.71,20.18,8.15,4.36,34.86,3.47,1.96,2.9,9.82,2.7,20.05,6.6,2.39,7.1,29.83,5.9,2.63,13.97,1.45,3.12
6001404400,06001404400,06001404400,5314,Alameda ,94611,Oakland,-122.2150894,37.8462442,5.62,3.96,1-5% (lowest scores),No,0.03,7.58,8.69794377,30.7,23.838,72.84,233.99,23.23,0,0,429.0343298,48.44,1273.83,77.42,0,0,0,0,0,0,0,0,1,32.8,26.97,3.32,13.08,23.28,12.79,5.63,69.02,3.73,3.12,0.7,0.82,1.7,11.52,8.9,5.29,1.2,0.27,6.5,3.63,16.31,1.69,5.04
6041119202,06041119202,06041119202,3361,Marin ,94904,Greenbrae,-122.5253506,37.9505815,5.59,3.93,1-5% (lowest scores),No,0.03,7.58,7.44040487,11.8,12.718,37.82,215.14,17.01,0,0,318.352604,43.07,1350.14,79.53,0.8,11.22,1.5,8.85,0.035,18.05,11,89.54,8.8,86.58,33.03,4.07,26.67,19.25,7.18,4.6,41.39,3.57,2.26,3.2,11.2,1.6,10.76,8.5,4.78,3.6,4.65,10.9,16.35,13.25,1.37,2.67
6041109002,06041109002,06041109002,3956,Marin ,94901,San Rafael,-122.5480916,37.9834871,5.58,3.91,1-5% (lowest scores),No,0.03,7.58,7.02122524,10.74,11.65,33.58,215.14,17.01,0,0,327.6819257,43.39,607.25,42.35,1.4,21.31,3.5,23.6,0,0,1,15.26,2.3,52.98,22.27,2.74,5.79,35.22,33.92,3.08,9.88,5.98,23.7,1,1.56,0.9,4.84,13.8,13.76,6.4,23.82,15.9,39.54,19.6,2.03,7.81
6085507500,06085507500,06085507500,5810,Santa Clara,95070,Saratoga,-122.0239096,37.274416,5.53,3.85,1-5% (lowest scores),No,0.038,22.34,10.37,52.61,8.621,24.52,479.23,51.02,0.05,16.03,204.8177904,36.42,644.85,45.76,0,0,10,49.69,0.05,25.76,2,29.25,0,0,30.66,3.78,21.13,14.95,3.28,3.7,20.11,4.98,12.36,0.3,0.18,9.2,55.91,5,0.93,5.8,19.25,7.3,5.27,14.11,1.46,3.3
6013338302,06013338302,06013338302,5807,Contra Costa,94598,Walnut Creek,-122.0145836,37.9067555,5.52,3.83,1-5% (lowest scores),No,0.038,22.34,7.85958451,17.81,5.217,14.4,74.51,4.8,0,0,654.5951845,54.9,520.55,33.02,1,17.97,2,13.52,0.1,43.11,1,15.26,0,0,20.02,2.47,3.16,31.83,28.48,4.21,31.15,7.3,41.44,2,5.54,NA,NA,9.5,6.11,5.1,13.48,10.1,12.86,21.59,2.24,9.93
6001426200,06001426200,06001426200,4745,Alameda ,94611,Oakland,-122.2406227,37.824626,5.52,3.82,1-5% (lowest scores),No,0.03,7.58,8.69794377,30.7,54.34,96.71,70.6,4.47,0,0,393.7575393,46.92,685.96,48.95,4.5,42.17,18.5,68.26,0,0,0,0,1,32.8,31.96,3.94,24.22,33.32,30.73,3.54,17.08,4.69,9.81,1.9,5.13,2.9,21.8,7.1,3.05,4.2,7.5,5,1.64,13.52,1.4,2.81
6055200703,06055200703,06055200703,3047,Napa ,94558,Napa,-122.3294424,38.3098473,5.5,3.81,1-5% (lowest scores),No,0.035,16.94,7.85958451,17.81,13.216,39.8,594.02,64.04,2.47,46.81,830.3364998,58.18,272.04,9.96,0,0,0,0,0,0,0,0,0,0,24.15,2.97,8.2,43.97,47.67,1.8,1.44,7.29,41.27,4.3,16.24,0,0,6.4,2.12,3.3,3.55,7.5,5.67,17.82,1.85,6.23
6097153807,06097153807,06097153807,3861,Sonoma ,95448,Healdsburg,-122.7450282,38.5679564,5.45,3.76,1-5% (lowest scores),No,0.033,11.08,8.61127546,20.26,1.9,5.96,719.29,83.96,11.03,59.25,31.12140344,14.92,205.64,5.73,1,17.97,0,0,0.07,28.9,4,48.8,0,0,25.53,3.15,10.72,27.08,19.85,4.17,30.26,5.31,15.53,5.7,22.65,0.7,3.45,14.3,14.83,4.2,7.5,8.9,9.14,16.7,1.73,5.26
6075012601,06075012601,06075012601,2329,San Francisco,94123,San Francisco,-122.4391478,37.8022695,5.44,3.75,1-5% (lowest scores),No,0.03,7.58,8.69794377,30.7,73.97,98.78,171.2,12.94,0,0,238.9023787,39.65,553.61,36.73,33,91.81,21.5,72.89,0.06,28.04,11,89.54,0,0,40.38,4.97,45.85,14.05,2.51,2.76,6.64,4.37,7.13,1.2,2.11,1.8,12.28,9.2,5.67,5.8,19.25,15.8,39.08,10.55,1.09,1.58
6041120000,06041120000,06041120000,6027,Marin ,94939,Larkspur,-122.5372766,37.9354506,5.41,3.71,1-5% (lowest scores),No,0.03,7.58,7.44040487,11.8,10.287,29.45,215.14,17.01,0,0,298.2563589,42.25,735.74,52.8,7,52.46,3.75,25.14,0.1,43.11,11,89.54,3.4,63.26,33.56,4.13,27.93,14.5,2.81,2.68,5.86,3.5,1.99,3.4,12.25,3.9,29.29,7.9,3.96,6.1,21.28,16.3,41.57,12.61,1.31,2.41
